cnpj,situacao_atual,razao_social,SETOR,CNAE PRIMARIO,Porte,Municipio,SESI,SENAI,CNPJ_NORMALIZADO,CNAE_DIVISAO,EH_INDUSTRIA,CNPJ_BASICO,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,SEBRAE_cnpj,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE,SEBRAE_ELEGIVEL,SEBRAE_OPORTUNIDADE_ORIGINAL,STATUS_SEBRAE,SEBRAE_OPORTUNIDADE,OPORTUNIDADE_SEBRAE,OPORTUNIDADE_SESI,OPORTUNIDADE_SENAI,OPORTUNIDADE_GERAL,OPORTUNIDADE_CROSS_SELL
46987788000172,ATIVA,J R DE A LOPES,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Arapiraca,,,46987788000172,0,True,46987788,False,False,False,SEM RELACIONAMENTO,46987788000172.0,ATIVA,J R DE A LOPES,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Arapiraca,,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
28942683000115,ATIVA,ARAPIRACA POCOS ARTESIANOS LTDA,INDÚSTRIA,Perfuracao e construcao de pocos de agua,MICRO EMPRESA,Arapiraca,,,28942683000115,0,True,28942683,False,False,False,SEM RELACIONAMENTO,28942683000115.0,ATIVA,ARAPIRACA POCOS ARTESIANOS LTDA,INDÚSTRIA,Perfuracao e construcao de pocos de agua,MICRO EMPRESA,Arapiraca,,,4399-1/05,4399105.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
24321382000202,ATIVA,LUNA L NUNES AVICOLA LTDA,INDÚSTRIA,Fabricacao de alimentos para animais,DEMAIS,Arapiraca,24321382000202.0,,24321382000202,10,True,24321382,True,False,False,SOMENTE SESI,24321382000202.0,ATIVA,LUNA L NUNES AVICOLA LTDA,INDÚSTRIA,Fabricacao de alimentos para animais,DEMAIS,Arapiraca,24321382000202.0,,1066-0/00,1066000.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO,SIM,CLIENTE,SENAI
57160580000100,ATIVA,A D SILVA ACIOLE,INDÚSTRIA,Servicos de pre impressao,MICRO EMPRESA,Arapiraca,,,57160580000100,10,True,57160580,False,False,False,SEM RELACIONAMENTO,57160580000100.0,ATIVA,A D SILVA ACIOLE,INDÚSTRIA,Servicos de pre impressao,MICRO EMPRESA,Arapiraca,,,1821-1/00,1821100.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
11567560000149,ATIVA,"GMC IND. COM. DE COLCHOES, ESTOFADOS E MOVEIS LTDA",INDÚSTRIA,Servicos de montagem de moveis de qualquer material,MICRO EMPRESA,Arapiraca,,,11567560000149,10,True,11567560,False,False,False,SEM RELACIONAMENTO,11567560000149.0,ATIVA,"GMC IND. COM. DE COLCHOES, ESTOFADOS E MOVEIS LTDA",INDÚSTRIA,Servicos de montagem de moveis de qualquer material,MICRO EMPRESA,Arapiraca,,,3329-5/01,3329501.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
17529502000107,ATIVA,EDNALDO VERISSIMO DE ALMEIDA,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Arapiraca,,,17529502000107,0,True,17529502,False,False,False,SEM RELACIONAMENTO,17529502000107.0,ATIVA,EDNALDO VERISSIMO DE ALMEIDA,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Arapiraca,,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
49289117000126,ATIVA,CVS EMPREENDIMENTO LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,49289117000126,0,True,49289117,False,False,False,SEM RELACIONAMENTO,49289117000126.0,ATIVA,CVS EMPREENDIMENTO LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
36182820000199,ATIVA,MAMEDE AGRA ENGENHARIA E GERENCIAMENTO LTDA.,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,36182820000199,0,True,36182820,False,False,False,SEM RELACIONAMENTO,36182820000199.0,ATIVA,MAMEDE AGRA ENGENHARIA E GERENCIAMENTO LTDA.,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
54873312000139,ATIVA,E B SILVA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,54873312000139,0,True,54873312,False,False,False,SEM RELACIONAMENTO,54873312000139.0,ATIVA,E B SILVA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
58359691000102,ATIVA,GENILDO SOLUCOES AUTOMOTIVAS LTDA,INDÚSTRIA,Servicos de manutencao e reparacao eletrica de veiculos automotores,MICRO EMPRESA,Arapiraca,,,58359691000102,10,True,58359691,False,False,False,SEM RELACIONAMENTO,58359691000102.0,ATIVA,GENILDO SOLUCOES AUTOMOTIVAS LTDA,INDÚSTRIA,Servicos de manutencao e reparacao eletrica de veiculos automotores,MICRO EMPRESA,Arapiraca,,,4520-0/03,4520003.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
60226118000164,ATIVA,NOVAS CONSTRUTORA E INCORPORADORA LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,MICRO EMPRESA,Arapiraca,,,60226118000164,0,True,60226118,False,False,False,SEM RELACIONAMENTO,60226118000164.0,ATIVA,NOVAS CONSTRUTORA E INCORPORADORA LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,MICRO EMPRESA,Arapiraca,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
34366034000116,ATIVA,CONSTRUTORA UNIR LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,34366034000116,0,True,34366034,False,False,False,SEM RELACIONAMENTO,34366034000116.0,ATIVA,CONSTRUTORA UNIR LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
54090425000168,ATIVA,RAFAEL CAPOTARIA & CIA LTDA,INDÚSTRIA,Servicos de capotaria,MICRO EMPRESA,Arapiraca,,,54090425000168,0,True,54090425,False,False,False,SEM RELACIONAMENTO,54090425000168.0,ATIVA,RAFAEL CAPOTARIA & CIA LTDA,INDÚSTRIA,Servicos de capotaria,MICRO EMPRESA,Arapiraca,,,4520-0/08,4520008.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
14015174000132,ATIVA,L. D. W. INDUSTRIA DE ALIMENTOS LTDA,INDÚSTRIA,Fabricacao de produtos de carne,PEQUENO PORTE,Arapiraca,,,14015174000132,10,True,14015174,False,False,False,SEM RELACIONAMENTO,14015174000132.0,ATIVA,L. D. W. INDUSTRIA DE ALIMENTOS LTDA,INDÚSTRIA,Fabricacao de produtos de carne,PEQUENO PORTE,Arapiraca,,,1013-9/01,1013901.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
22652627000160,ATIVA,MF CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,22652627000160,0,True,22652627,False,False,False,SEM RELACIONAMENTO,22652627000160.0,ATIVA,MF CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
40823626000112,ATIVA,R M DA SILVA MOVEIS,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Arapiraca,,,40823626000112,10,True,40823626,False,False,False,SEM RELACIONAMENTO,40823626000112.0,ATIVA,R M DA SILVA MOVEIS,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Arapiraca,,,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
57095557000170,ATIVA,57.095.557 DONIZETE DE OLIVEIRA SILVA,INDÚSTRIA,Obras de alvenaria,MICRO EMPRESA,Arapiraca,,,57095557000170,0,True,57095557,False,False,False,SEM RELACIONAMENTO,57095557000170.0,ATIVA,57.095.557 DONIZETE DE OLIVEIRA SILVA,INDÚSTRIA,Obras de alvenaria,MICRO EMPRESA,Arapiraca,,,4399-1/03,4399103.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
1752067000226,ATIVA,JOSE REGINALDO DOS SANTOS,INDÚSTRIA,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",MICRO EMPRESA,Arapiraca,,,01752067000226,10,True,01752067,False,False,False,SEM RELACIONAMENTO,1752067000226.0,ATIVA,JOSE REGINALDO DOS SANTOS,INDÚSTRIA,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",MICRO EMPRESA,Arapiraca,,,2330-3/01,2330301.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
60375637000194,ATIVA,MC SERVICOS ELETRICOS LTDA.,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Arapiraca,,,60375637000194,0,True,60375637,False,False,False,SEM RELACIONAMENTO,60375637000194.0,ATIVA,MC SERVICOS ELETRICOS LTDA.,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Arapiraca,,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
8879857000135,ATIVA,G P MONTEIRO LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,08879857000135,0,True,08879857,False,False,False,SEM RELACIONAMENTO,8879857000135.0,ATIVA,G P MONTEIRO LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
14523595000174,ATIVA,EDJANE HONORIO COSTA 84240385415,INDÚSTRIA,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",MICRO EMPRESA,Arapiraca,,,14523595000174,10,True,14523595,False,False,False,SEM RELACIONAMENTO,14523595000174.0,ATIVA,EDJANE HONORIO COSTA 84240385415,INDÚSTRIA,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",MICRO EMPRESA,Arapiraca,,,1412-6/02,1412602.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
59058086000156,ATIVA,REALIZA CONSTRUTORA E INCORPORADORA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,59058086000156,0,True,59058086,False,False,False,SEM RELACIONAMENTO,59058086000156.0,ATIVA,REALIZA CONSTRUTORA E INCORPORADORA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
64380498000148,ATIVA,RC AUTO PINTURA LTDA,INDÚSTRIA,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,MICRO EMPRESA,Arapiraca,,,64380498000148,10,True,64380498,False,False,False,SEM RELACIONAMENTO,64380498000148.0,ATIVA,RC AUTO PINTURA LTDA,INDÚSTRIA,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,MICRO EMPRESA,Arapiraca,,,4520-0/02,4520002.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
37472196000127,ATIVA,MAP EMPREENDIMENTOS E PARTICIPACOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,37472196000127,0,True,37472196,False,False,False,SEM RELACIONAMENTO,37472196000127.0,ATIVA,MAP EMPREENDIMENTOS E PARTICIPACOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
23150263000182,ATIVA,CONSTRUTORA PROHABI LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,23150263000182,0,True,23150263,False,False,False,SEM RELACIONAMENTO,23150263000182.0,ATIVA,CONSTRUTORA PROHABI LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
27804405000139,ATIVA,COMEVI - JV CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,27804405000139,0,True,27804405,False,False,False,SEM RELACIONAMENTO,27804405000139.0,ATIVA,COMEVI - JV CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
53346692000190,ATIVA,P H S DE ANDRADE,INDÚSTRIA,Instalacao de maquinas e equipamentos industriais,MICRO EMPRESA,Arapiraca,,,53346692000190,10,True,53346692,False,False,False,SEM RELACIONAMENTO,53346692000190.0,ATIVA,P H S DE ANDRADE,INDÚSTRIA,Instalacao de maquinas e equipamentos industriais,MICRO EMPRESA,Arapiraca,,,3321-0/00,3321000.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
5011314000103,ATIVA,"ANGAR EXTRACAO DE AREIA, ESTACIONAMENTO E LOCADORA LTDA",INDÚSTRIA,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",DEMAIS,Arapiraca,,,05011314000103,0,True,05011314,False,False,False,SEM RELACIONAMENTO,5011314000103.0,ATIVA,"ANGAR EXTRACAO DE AREIA, ESTACIONAMENTO E LOCADORA LTDA",INDÚSTRIA,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",DEMAIS,Arapiraca,,,0810-0/06,810006.0,8.0,B,Industria extrativa,Extracao de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
9603978000112,ATIVA,PODER DIVINO CONSTRUTORA E TERRAPLANAGEM LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,09603978000112,0,True,09603978,False,False,False,SEM RELACIONAMENTO,9603978000112.0,ATIVA,PODER DIVINO CONSTRUTORA E TERRAPLANAGEM LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
53995219000134,ATIVA,PCB ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,53995219000134,0,True,53995219,False,False,False,SEM RELACIONAMENTO,53995219000134.0,ATIVA,PCB ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
17217614000122,ATIVA,GT ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,17217614000122,0,True,17217614,False,False,False,SEM RELACIONAMENTO,17217614000122.0,ATIVA,GT ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
27751816000103,ATIVA,JOSE JAKSON CANDIDO DOS SANTOS,INDÚSTRIA,"Servicos de acabamentos graficos, exceto encadernacao e plastificacao",MICRO EMPRESA,Arapiraca,,,27751816000103,10,True,27751816,False,False,False,SEM RELACIONAMENTO,27751816000103.0,ATIVA,JOSE JAKSON CANDIDO DOS SANTOS,INDÚSTRIA,"Servicos de acabamentos graficos, exceto encadernacao e plastificacao",MICRO EMPRESA,Arapiraca,,,1822-9/99,1822999.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
45701234000102,ATIVA,ARIZONA SERVICOS INTEGRADOS LTDA,INDÚSTRIA,Outras obras de acabamento da construcao,MICRO EMPRESA,Arapiraca,,,45701234000102,0,True,45701234,False,False,False,SEM RELACIONAMENTO,45701234000102.0,ATIVA,ARIZONA SERVICOS INTEGRADOS LTDA,INDÚSTRIA,Outras obras de acabamento da construcao,MICRO EMPRESA,Arapiraca,,,4330-4/99,4330499.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
17383515000110,ATIVA,INDUSTRIA E COMERCIO DE DOCES ALCANTIL LTDA,INDÚSTRIA,Fabricacao de conservas de frutas,MICRO EMPRESA,Arapiraca,,,17383515000110,10,True,17383515,False,False,False,SEM RELACIONAMENTO,17383515000110.0,ATIVA,INDUSTRIA E COMERCIO DE DOCES ALCANTIL LTDA,INDÚSTRIA,Fabricacao de conservas de frutas,MICRO EMPRESA,Arapiraca,,,1031-7/00,1031700.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
50033719000105,ATIVA,G M B CONSTRUTORA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,50033719000105,0,True,50033719,False,False,False,SEM RELACIONAMENTO,50033719000105.0,ATIVA,G M B CONSTRUTORA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Arapiraca,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
12017984000100,ATIVA,JUCINEIDE MARINHO MARIANO,INDÚSTRIA,"Confeccao, sob medida, de roupas profissionais",MICRO EMPRESA,Arapiraca,12017984000100.0,,12017984000100,10,True,12017984,True,False,False,SOMENTE SESI,12017984000100.0,ATIVA,JUCINEIDE MARINHO MARIANO,INDÚSTRIA,"Confeccao, sob medida, de roupas profissionais",MICRO EMPRESA,Arapiraca,12017984000100.0,,1413-4/02,1413402.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO,SIM,CLIENTE,SENAI
31479433000103,ATIVA,INDUSTRIA E COMERCIO DE FUMO LTDA,INDÚSTRIA,Processamento industrial do fumo,MICRO EMPRESA,Arapiraca,,,31479433000103,10,True,31479433,False,False,False,SEM RELACIONAMENTO,31479433000103.0,ATIVA,INDUSTRIA E COMERCIO DE FUMO LTDA,INDÚSTRIA,Processamento industrial do fumo,MICRO EMPRESA,Arapiraca,,,1210-7/00,1210700.0,12.0,C,Industria de transformacao,Produtos do fumo,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
1543238000126,ATIVA,AMAGGI LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,01543238000126,0,True,01543238,False,False,False,SEM RELACIONAMENTO,1543238000126.0,ATIVA,AMAGGI LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Arapiraca,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
54384357000140,ATIVA,MF DOS SANTOS ME LTDA,INDÚSTRIA,"Fabricacao de artigos de serralheria, exceto esquadrias",MICRO EMPRESA,Arapiraca,,,54384357000140,10,True,54384357,False,False,False,SEM RELACIONAMENTO,54384357000140.0,ATIVA,MF DOS SANTOS ME LTDA,INDÚSTRIA,"Fabricacao de artigos de serralheria, exceto esquadrias",MICRO EMPRESA,Arapiraca,,,2542-0/00,2542000.0,25.0,C,Industria de transformacao,Produtos de metal (exceto maquinas),True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
40914046000300,ATIVA,FORTEX ENGENHARIA LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Arapiraca,,,40914046000300,0,True,40914046,False,False,False,SEM RELACIONAMENTO,40914046000300.0,ATIVA,FORTEX ENGENHARIA LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Arapiraca,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
