CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE
49142678000106,"Secretaria De Estado Do Desenvolvimento, Industria, Comercio E Servicos",Nao Industria,2.Média,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
49173847000167,Riviera Empreendimentos Imobiliarios Spe Ltda,Industria,4.Micro,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
49204490000137,Masetto Alimentos Ltda,Industria,4.Micro,Fabricação de conservas de frutas,Proposta,False,True,False,SOMENTE SENAI,1
49329618000199,Sistenge Construcoes E Comercio Ltda,Industria,4.Micro,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
49770750000131,Duo Locacao E Administracao Ltda,Industria,4.Micro,Administração de obras,Proposta,False,True,False,SOMENTE SENAI,1
49871213006623,Ic Transportes Ltda.,Nao Industria,1.Grande,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Proposta,False,True,False,SOMENTE SENAI,1
49946261000198,Consorcio Pavimentacao E Drenagem Ruas De Maceio,Industria,4.Micro,"Obras de urbanização - ruas, praças e calçadas",Proposta,False,True,False,SOMENTE SENAI,1
49996687000156,Dje Engenharia Comercio E Servicos Ltda,Industria,4.Micro,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",Migração,False,True,False,SOMENTE SENAI,1
50058390000129,Magic Berry Industria De Gelados Comestiveis Ltda,Industria,4.Micro,Fabricação de sorvetes e outros gelados comestíveis,Proposta,False,True,False,SOMENTE SENAI,1
50362100000136,So Uniforme E Pijamas Ltda,Industria | Indústria,4.Micro,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",Proposta,True,True,True,SESI + SENAI,2
50938938000125,F6 Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração,False,True,False,SOMENTE SENAI,1
51254937000124,Nordrives Eletronica Industrial Ltda,Industria | Indústria,4.Micro,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2
51298283000130,C L Da Aparecida,Industria,3.Pequena,Instalação de máquinas e equipamentos industriais,Proposta,False,True,False,SOMENTE SENAI,1
51321533000106,Watal Patacho Eco Boutique Residence Spe Ltda,Industria,2.Média,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1
51605820000148,Panfacile Alimentos Ltda,Industria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Proposta,False,True,False,SOMENTE SENAI,1
51899405000225,Pratagy Comercio De Alimentos Ltda,Nao Industria,3.Pequena,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1
51899405000497,Pratagy Comercio De Alimentos Ltda,Nao Industria,3.Pequena,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1
51899405000578,Pratagy Comercio De Alimentos Ltda,Nao Industria,3.Pequena,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1
52330340000184,Edificio Empresarial Link Office,Nao Industria,3.Pequena,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1
52535498000190,Capetro Asfaltos Ltda,Industria,3.Pequena,Fabricação de outros produtos químicos não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
52571738000102,P R V L Firmino Confeccoes,Industria | Indústria,4.Micro,"Confecção de roupas profissionais, exceto sob medida",Proposta,True,True,True,SESI + SENAI,2
52693780000104,Consorcio Infraestrutura Litoral Norte Maceio.,Industria,2.Média,"Obras de urbanização - ruas, praças e calçadas",Proposta,False,True,False,SOMENTE SENAI,1
52750389000196,Coutinho Smart Incorporacoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
52763806000135,Spot Ponta Verde Ii Spe Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
53062066000172,53.062.066 Ana Gilda Roberto Dos Santos,Industria,4.Micro,Fabricação de alimentos e pratos prontos,Proposta,False,True,False,SOMENTE SENAI,1
53156447000110,A Leonel Da Silva,Industria | Indústria,4.Micro,Outras obras de acabamento da construção,Proposta,True,True,True,SESI + SENAI,2
53241657000107,Viver Bem Projeto 05 Empreendimento Imobiliario Spe Ltda,Industria,4.Micro,Incorporação de empreendimentos imobiliários,Migração,False,True,False,SOMENTE SENAI,1
53689296000166,Marcineiro Eco Boutique Residence Spe Ltda,Industria,3.Pequena,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1
53737997000123,Valdir D Da Silva,Industria,4.Micro,Serviços de manutenção e reparação mecânica de veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
53996848000189,New House Frances Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração,False,True,False,SOMENTE SENAI,1
54027801000170,Tgn Empreendimentos Ltda,Nao Industria,3.Pequena,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
54360370000169,Consorcio Cmeis.,Industria | Indústria,2.Média,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
54409926000164,Consorcio Pmcmv Marechal,Industria | Indústria,2.Média,Construção de edifícios,Migração,True,True,True,SESI + SENAI,2
54502107000167,Projett Edificacoes Ltda,Industria | Indústria,3.Pequena,Fabricação de artefatos de cimento para uso na construção,Migração | Proposta,True,True,True,SESI + SENAI,2
54531605000138,Contemporanea Parque Shopping Empreendimento Imobiliario Spe Ltda,Industria,2.Média,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
54841751000160,Reserva Wara Spe Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
54846397000166,Biscoite Parque Shopping Ltda,Nao Industria,4.Micro,"Comércio varejista de doces, balas, bombons e semelhantes",Proposta,False,True,False,SOMENTE SENAI,1
55187737000157,Ep3 Construcao E Planejamento Ltda,Industria,4.Micro,Serviços de engenharia,Proposta,False,True,False,SOMENTE SENAI,1
55699378000117,Consorcio Creches Seduc/al 2024.,Industria,2.Média,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
56083430000179,Mahi Patacho Empreendimento Imobiliario Spe Ltda,Industria,4.Micro,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
56173759000120,Consorcio Educacao Alagoas,Industria,4.Micro,Administração de obras,Proposta,False,True,False,SOMENTE SENAI,1
56263534000165,Condominio Reserva Do Bosque Empreendimento Imobiliario Spe Ltda,Industria | Indústria,2.Média,Incorporação de empreendimentos imobiliários,Migração,True,True,True,SESI + SENAI,2
56443624000138,Consorcio Br-030-ba,Industria,3.Pequena,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
56635815000100,Kasa E Construcao Ltda,Industria | Indústria,4.Micro,Construção de edifícios,Proposta,True,True,True,SESI + SENAI,2
56706119000139,Alpexgas Servicos Ltda,Industria | Indústria,4.Micro,"Instalações hidráulicas, sanitárias e de gás",Proposta,True,True,True,SESI + SENAI,2
57061366000198,Patio 3 Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
57348178000145,Rlx Comercio De Frutas Ltda,Industria,4.Micro,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",Proposta,False,True,False,SOMENTE SENAI,1
57645286000180,Bobs Azul Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
57706135000194,Condominio Reserva Aldeprime Empreendimento Imobiliario Spe Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
57809328000170,Consorcio Alagoas Br-424-al Lote 2,Industria,2.Média,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
57991098000103,Cavalcante & Rolim Design Spe Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
58377116000124,Qaab Empreendimento Spe Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
58406719000107,Bsm Ccmp Aurus Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
58528303000161,Reserva Aruma Spe Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
59533948000155,Nordestina Comercio De Alimentos Ltda,Industria | Indústria,4.Micro,Fabricação de outros produtos alimentícios não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2
60321974000107,Pit Stop Comercio Alimenticio Ltda,Industria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,False,True,False,SOMENTE SENAI,1
60818177000121,Condominio Beach Class Patacho,Nao Industria,3.Pequena,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1
61082316000245,Vip Sports Group Industria E Comercio Ltda,Industria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Proposta,False,True,False,SOMENTE SENAI,1
61319829000146,Cleisson Nogueira Dos Santos Ltda,Industria | Indústria,4.Micro,Fabricação de alimentos para animais,Migração | Proposta,True,True,True,SESI + SENAI,2
61320365000198,Bobs Posto Terra Nossa Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
61471733000107,Grano Restaurante Ltda.,Nao Industria | Não Indústria,3.Pequena,Restaurantes e similares,Migração | Proposta,True,True,True,SESI + SENAI,2
61491058000170,Associacao Comunitaria Amigos De Maribondo,Nao Industria,4.Micro,Atividades de associações de defesa de direitos sociais,Migração,False,True,False,SOMENTE SENAI,1
62101633000143,Politecnica Engenharia De Tratamento Termico Ltda,Industria,4.Micro,Serviços de tratamento e revestimento em metais,Proposta,False,True,False,SOMENTE SENAI,1
62258884014196,Intercement Brasil S.a.,Industria | Indústria,2.Média,Fabricação de cimento,Proposta,True,True,True,SESI + SENAI,2
63184997000105,Arapack Industria E Comercio De Embalagens Plasticas Ltda,Industria | Indústria,4.Micro,Fabricação de embalagens de material plástico,Migração | Proposta,True,True,True,SESI + SENAI,2
63477520000100,Condominio Do Edificio Salsa,Nao Industria,2.Média,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1
63631496000111,Delicias Do Cheff Ltda,Nao Industria,4.Micro,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1
63647593000100,Consorcio Nova Sede Ale/al,Industria | Indústria,2.Média,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
63907723000199,Jg Extintores Ltda,Nao Industria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
64078567000163,Carol Pasteis Ltda,Industria,4.Micro,Fabricação de alimentos e pratos prontos,Proposta,False,True,False,SOMENTE SENAI,1
65780094000104,Martoke Empreendimento Imobiliario Spe Ltda,Nao Industria,3.Pequena,Gestão e administração da propriedade imobiliária,Proposta,False,True,False,SOMENTE SENAI,1
67945071221495,Sapore S.a.,Industria,3.Pequena,Fornecimento de alimentos preparados preponderantemente para empresas,Proposta,False,True,False,SOMENTE SENAI,1
69943967000456,M J Ramos Bezerra Lins,Industria,4.Micro,Fornecimento de alimentos preparados preponderantemente para empresas,Proposta,False,True,False,SOMENTE SENAI,1
69983856000120,Norvinco Industria De Embalagem Nordeste Ltda,Industria | Indústria,3.Pequena,Fabricação de chapas e de embalagens de papelão ondulado,Migração | Proposta,True,True,True,SESI + SENAI,2
70940994008358,Pandurata Alimentos Ltda,Industria | Indústria,2.Média,Fabricação de biscoitos e bolachas,Proposta,True,True,True,SESI + SENAI,2
70940994009249,Pandurata Alimentos Ltda,Nao Industria | Não Indústria,3.Pequena,"Comércio atacadista de pães, bolos, biscoitos e similares",Proposta,True,True,True,SESI + SENAI,2
83475913004006,Pbg S/a,Industria | Indústria,1.Grande,Fabricação de azulejos e pisos,Migração | Proposta,True,True,True,SESI + SENAI,2
86894953001561,Bigburger Salvador Lanchonetes Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
